Survival Obtainable,Name,Id,Stackability,Storage,Numerical Id,Stack Size,Survival Obtainable
YES,Iron Shovel,iron_shovel,Unstackable,,751,1,TRUE
YES,Iron Pickaxe,iron_pickaxe,Unstackable,,752,1,TRUE
YES,Iron Axe,iron_axe,Unstackable,,753,1,TRUE
YES,Iron Hoe,iron_hoe,Unstackable,,754,1,TRUE
YES,Diamond Sword,diamond_sword,Unstackable,,755,1,TRUE
YES,Diamond Shovel,diamond_shovel,Unstackable,,756,1,TRUE
YES,Diamond Pickaxe,diamond_pickaxe,Unstackable,,757,1,TRUE
YES,Diamond Axe,diamond_axe,Unstackable,,758,1,TRUE
YES,Diamond Hoe,diamond_hoe,Unstackable,,759,1,TRUE
YES,Netherite Sword,netherite_sword,Unstackable,,760,1,TRUE
YES,Netherite Shovel,netherite_shovel,Unstackable,,761,1,TRUE
YES,Netherite Pickaxe,netherite_pickaxe,Unstackable,,762,1,TRUE
YES,Netherite Axe,netherite_axe,Unstackable,,763,1,TRUE
YES,Netherite Hoe,netherite_hoe,Unstackable,,764,1,TRUE
YES,Stick,stick,64 Stackable,-,765,64,TRUE
YES,Bowl,bowl,64 Stackable,-,766,64,TRUE
YES,Mushroom Stew,mushroom_stew,Unstackable,,767,1,TRUE
YES,String,string,64 Stackable,-,768,64,TRUE
YES,Feather,feather,64 Stackable,-,769,64,TRUE
YES,Gunpowder,gunpowder,64 Stackable,-,770,64,TRUE
YES,Wheat Seeds,wheat_seeds,64 Stackable,-,771,64,TRUE
YES,Wheat,wheat,64 Stackable,-,772,64,TRUE
YES,Bread,bread,64 Stackable,-,773,64,TRUE
YES,Leather Cap,leather_helmet,Unstackable,,774,1,TRUE
YES,Leather Tunic,leather_chestplate,Unstackable,,775,1,TRUE
YES,Leather Pants,leather_leggings,Unstackable,,776,1,TRUE
YES,Leather Boots,leather_boots,Unstackable,,777,1,TRUE
YES,Chainmail Helmet,chainmail_helmet,Unstackable,,778,1,TRUE
YES,Chainmail Chestplate,chainmail_chestplate,Unstackable,,779,1,TRUE
YES,Chainmail Leggings,chainmail_leggings,Unstackable,,780,1,TRUE
YES,Chainmail Boots,chainmail_boots,Unstackable,,781,1,TRUE
YES,Iron Helmet,iron_helmet,Unstackable,,782,1,TRUE
YES,Iron Chestplate,iron_chestplate,Unstackable,,783,1,TRUE
YES,Iron Leggings,iron_leggings,Unstackable,,784,1,TRUE
YES,Iron Boots,iron_boots,Unstackable,,785,1,TRUE
YES,Diamond Helmet,diamond_helmet,Unstackable,,786,1,TRUE
YES,Diamond Chestplate,diamond_chestplate,Unstackable,,787,1,TRUE
YES,Diamond Leggings,diamond_leggings,Unstackable,,788,1,TRUE
YES,Diamond Boots,diamond_boots,Unstackable,,789,1,TRUE
YES,Golden Helmet,golden_helmet,Unstackable,,790,1,TRUE
YES,Golden Chestplate,golden_chestplate,Unstackable,,791,1,TRUE
YES,Golden Leggings,golden_leggings,Unstackable,,792,1,TRUE
YES,Golden Boots,golden_boots,Unstackable,,793,1,TRUE
YES,Netherite Helmet,netherite_helmet,Unstackable,,794,1,TRUE
YES,Netherite Chestplate,netherite_chestplate,Unstackable,,795,1,TRUE
YES,Netherite Leggings,netherite_leggings,Unstackable,,796,1,TRUE
YES,Netherite Boots,netherite_boots,Unstackable,,797,1,TRUE
YES,Flint,flint,64 Stackable,-,798,64,TRUE
YES,Raw Porkchop,porkchop,64 Stackable,-,799,64,TRUE
YES,Cooked Porkchop,cooked_porkchop,64 Stackable,-,800,64,TRUE
YES,Painting,painting,64 Stackable,-,801,64,TRUE
YES,Golden Apple,golden_apple,64 Stackable,-,802,64,TRUE
YES,Enchanted Golden Apple,enchanted_golden_apple,64 Stackable,-,803,64,TRUE
YES,Oak Sign,oak_sign,16 Stackable,-,804,16,TRUE
YES,Spruce Sign,spruce_sign,16 Stackable,-,805,16,TRUE
YES,Birch Sign,birch_sign,16 Stackable,-,806,16,TRUE
YES,Jungle Sign,jungle_sign,16 Stackable,-,807,16,TRUE
YES,Acacia Sign,acacia_sign,16 Stackable,-,808,16,TRUE
YES,Dark Oak Sign,dark_oak_sign,16 Stackable,-,809,16,TRUE
YES,Mangrove Sign,mangrove_sign,16 Stackable,-,810,16,TRUE
YES,Crimson Sign,crimson_sign,16 Stackable,-,811,16,TRUE
YES,Warped Sign,warped_sign,16 Stackable,-,812,16,TRUE
YES,Bucket,bucket,16 Stackable,-,813,16,TRUE
YES,Water Bucket,water_bucket,Unstackable,,814,1,TRUE
YES,Lava Bucket,lava_bucket,Unstackable,,815,1,TRUE
YES,Powder Snow Bucket,powder_snow_bucket,Unstackable,,816,1,TRUE
YES,Snowball,snowball,16 Stackable,-,817,16,TRUE
YES,Leather,leather,64 Stackable,-,818,64,TRUE
YES,Milk Bucket,milk_bucket,Unstackable,,819,1,TRUE
YES,Bucket of Pufferfish,pufferfish_bucket,Unstackable,,820,1,TRUE
YES,Bucket of Salmon,salmon_bucket,Unstackable,,821,1,TRUE
YES,Bucket of Cod,cod_bucket,Unstackable,,822,1,TRUE
YES,Bucket of Tropical Fish,tropical_fish_bucket,Unstackable,,823,1,TRUE
YES,Bucket of Axolotl,axolotl_bucket,Unstackable,,824,1,TRUE
YES,Bucket of Tadpole,tadpole_bucket,Unstackable,,825,1,TRUE
YES,Brick,brick,64 Stackable,-,826,64,TRUE
YES,Clay Ball,clay_ball,64 Stackable,-,827,64,TRUE
YES,Dried Kelp Block,dried_kelp_block,64 Stackable,-,828,64,TRUE
YES,Paper,paper,64 Stackable,-,829,64,TRUE
YES,Book,book,64 Stackable,-,830,64,TRUE
YES,Slimeball,slime_ball,64 Stackable,-,831,64,TRUE
YES,Egg,egg,16 Stackable,-,832,16,TRUE
YES,Compass,compass,64 Stackable,-,833,64,TRUE
YES,Recovery Compass,recovery_compass,64 Stackable,-,834,64,TRUE
YES,Fishing Rod,fishing_rod,Unstackable,,836,1,TRUE
YES,Clock,clock,64 Stackable,-,837,64,TRUE
YES,Spyglass,spyglass,Unstackable,,838,1,TRUE
YES,Glowstone Dust,glowstone_dust,64 Stackable,-,839,64,TRUE
YES,Raw Cod,cod,64 Stackable,-,840,64,TRUE
YES,Raw Salmon,salmon,64 Stackable,-,841,64,TRUE
YES,Tropical Fish,tropical_fish,64 Stackable,-,842,64,TRUE
YES,Pufferfish,pufferfish,64 Stackable,-,843,64,TRUE
YES,Cooked Cod,cooked_cod,64 Stackable,-,844,64,TRUE
YES,Cooked Salmon,cooked_salmon,64 Stackable,-,845,64,TRUE
YES,Ink Sac,ink_sac,64 Stackable,-,846,64,TRUE
YES,Glow Ink Sac,glow_ink_sac,64 Stackable,-,847,64,TRUE
YES,Cocoa Beans,cocoa_beans,64 Stackable,-,848,64,TRUE
YES,White Dye,white_dye,64 Stackable,-,849,64,TRUE
YES,Orange Dye,orange_dye,64 Stackable,-,850,64,TRUE
YES,Magenta Dye,magenta_dye,64 Stackable,-,851,64,TRUE
YES,Light Blue Dye,light_blue_dye,64 Stackable,-,852,64,TRUE
YES,Yellow Dye,yellow_dye,64 Stackable,-,853,64,TRUE
YES,Lime Dye,lime_dye,64 Stackable,-,854,64,TRUE
YES,Pink Dye,pink_dye,64 Stackable,-,855,64,TRUE
YES,Gray Dye,gray_dye,64 Stackable,-,856,64,TRUE
YES,Light Gray Dye,light_gray_dye,64 Stackable,-,857,64,TRUE
YES,Cyan Dye,cyan_dye,64 Stackable,-,858,64,TRUE
YES,Purple Dye,purple_dye,64 Stackable,-,859,64,TRUE
YES,Blue Dye,blue_dye,64 Stackable,-,860,64,TRUE
YES,Brown Dye,brown_dye,64 Stackable,-,861,64,TRUE
YES,Green Dye,green_dye,64 Stackable,-,862,64,TRUE
YES,Red Dye,red_dye,64 Stackable,-,863,64,TRUE
YES,Black Dye,black_dye,64 Stackable,-,864,64,TRUE
YES,Bone Meal,bone_meal,64 Stackable,-,865,64,TRUE
YES,Bone,bone,64 Stackable,-,866,64,TRUE
YES,Sugar,sugar,64 Stackable,-,867,64,TRUE
YES,Cake,cake,Unstackable,,868,1,TRUE
YES,White Bed,white_bed,Unstackable,,869,1,TRUE
YES,Orange Bed,orange_bed,Unstackable,,870,1,TRUE
YES,Magenta Bed,magenta_bed,Unstackable,,871,1,TRUE
YES,Light Blue Bed,light_blue_bed,Unstackable,,872,1,TRUE
YES,Yellow Bed,yellow_bed,Unstackable,,873,1,TRUE
YES,Lime Bed,lime_bed,Unstackable,,874,1,TRUE
YES,Pink Bed,pink_bed,Unstackable,,875,1,TRUE
YES,Gray Bed,gray_bed,Unstackable,,876,1,TRUE
YES,Light Gray Bed,light_gray_bed,Unstackable,,877,1,TRUE
YES,Cyan Bed,cyan_bed,Unstackable,,878,1,TRUE
YES,Purple Bed,purple_bed,Unstackable,,879,1,TRUE
YES,Blue Bed,blue_bed,Unstackable,,880,1,TRUE
YES,Brown Bed,brown_bed,Unstackable,,881,1,TRUE
YES,Green Bed,green_bed,Unstackable,,882,1,TRUE
YES,Red Bed,red_bed,Unstackable,,883,1,TRUE
YES,Black Bed,black_bed,Unstackable,,884,1,TRUE
YES,Cookie,cookie,64 Stackable,-,885,64,TRUE
YES,Map,filled_map,64 Stackable,-,886,64,TRUE
YES,Shears,shears,Unstackable,,887,1,TRUE
YES,Melon Slice,melon_slice,64 Stackable,-,888,64,TRUE
YES,Dried Kelp,dried_kelp,64 Stackable,-,889,64,TRUE
YES,Pumpkin Seeds,pumpkin_seeds,64 Stackable,-,890,64,TRUE
YES,Melon Seeds,melon_seeds,64 Stackable,-,891,64,TRUE
YES,Raw Beef,beef,64 Stackable,-,892,64,TRUE
YES,Steak,cooked_beef,64 Stackable,-,893,64,TRUE
YES,Raw Chicken,chicken,64 Stackable,-,894,64,TRUE
YES,Cooked Chicken,cooked_chicken,64 Stackable,-,895,64,TRUE
YES,Rotten Flesh,rotten_flesh,64 Stackable,-,896,64,TRUE
YES,Ender Pearl,ender_pearl,16 Stackable,-,897,16,TRUE
YES,Blaze Rod,blaze_rod,64 Stackable,-,898,64,TRUE
YES,Ghast Tear,ghast_tear,64 Stackable,-,899,64,TRUE
YES,Gold Nugget,gold_nugget,64 Stackable,-,900,64,TRUE
YES,Nether Wart,nether_wart,64 Stackable,-,901,64,TRUE
YES,Potion,potion,Unstackable,,902,1,TRUE
YES,Glass Bottle,glass_bottle,64 Stackable,-,903,64,TRUE
YES,Spider Eye,spider_eye,64 Stackable,-,904,64,TRUE
YES,Fermented Spider Eye,fermented_spider_eye,64 Stackable,-,905,64,TRUE
YES,Blaze Powder,blaze_powder,64 Stackable,-,906,64,TRUE
YES,Magma Cream,magma_cream,64 Stackable,-,907,64,TRUE
YES,Brewing Stand,brewing_stand,64 Stackable,-,908,64,TRUE
YES,Cauldron,cauldron,64 Stackable,-,909,64,TRUE
YES,Eye of Ender,ender_eye,64 Stackable,-,910,64,TRUE
YES,Glistering Melon Slice,glistering_melon_slice,64 Stackable,-,911,64,TRUE
YES,Bottle o' Enchanting,experience_bottle,64 Stackable,-,983,64,TRUE
YES,Fire Charge,fire_charge,64 Stackable,-,984,64,TRUE
YES,Book and Quill,writable_book,Unstackable,,985,1,TRUE
YES,Written Book,written_book,16 Stackable,-,986,16,TRUE
YES,Item Frame,item_frame,64 Stackable,-,987,64,TRUE
YES,Glow Item Frame,glow_item_frame,64 Stackable,-,988,64,TRUE
YES,Flower Pot,flower_pot,64 Stackable,-,989,64,TRUE
YES,Carrot,carrot,64 Stackable,-,990,64,TRUE
YES,Potato,potato,64 Stackable,-,991,64,TRUE
YES,Baked Potato,baked_potato,64 Stackable,-,992,64,TRUE
YES,Poisonous Potato,poisonous_potato,64 Stackable,-,993,64,TRUE
YES,Empty Map,map,64 Stackable,-,994,64,TRUE
YES,Golden Carrot,golden_carrot,64 Stackable,-,995,64,TRUE
YES,Skeleton Skull,skeleton_skull,64 Stackable,-,996,64,TRUE
YES,Wither Skeleton Skull,wither_skeleton_skull,64 Stackable,-,997,64,TRUE
YES,Zombie Head,zombie_head,64 Stackable,-,999,64,TRUE
YES,Creeper Head,creeper_head,64 Stackable,-,1000,64,TRUE
YES,Dragon Head,dragon_head,64 Stackable,-,1001,64,TRUE
YES,Nether Star,nether_star,64 Stackable,-,1002,64,TRUE
YES,Pumpkin Pie,pumpkin_pie,64 Stackable,-,1003,64,TRUE
YES,Firework Rocket,firework_rocket,64 Stackable,-,1004,64,TRUE
YES,Firework Star,firework_star,64 Stackable,-,1005,64,TRUE
YES,Enchanted Book,enchanted_book,Unstackable,,1006,1,TRUE
YES,Nether Brick,nether_brick,64 Stackable,-,1007,64,TRUE
YES,Prismarine Shard,prismarine_shard,64 Stackable,-,1008,64,TRUE
YES,Prismarine Crystals,prismarine_crystals,64 Stackable,-,1009,64,TRUE
YES,Raw Rabbit,rabbit,64 Stackable,-,1010,64,TRUE
YES,Cooked Rabbit,cooked_rabbit,64 Stackable,-,1011,64,TRUE
YES,Rabbit Stew,rabbit_stew,Unstackable,,1012,1,TRUE
YES,Rabbit's Foot,rabbit_foot,64 Stackable,-,1013,64,TRUE
YES,Rabbit Hide,rabbit_hide,64 Stackable,-,1014,64,TRUE
YES,Armor Stand,armor_stand,16 Stackable,-,1015,16,TRUE
YES,Iron Horse Armor,iron_horse_armor,Unstackable,,1016,1,TRUE
YES,Golden Horse Armor,golden_horse_armor,Unstackable,,1017,1,TRUE
YES,Diamond Horse Armor,diamond_horse_armor,Unstackable,,1018,1,TRUE
YES,Leather Horse Armor,leather_horse_armor,Unstackable,,1019,1,TRUE
YES,Lead,lead,64 Stackable,-,1020,64,TRUE
YES,Name Tag,name_tag,64 Stackable,-,1021,64,TRUE
YES,Raw Mutton,mutton,64 Stackable,-,1023,64,TRUE
YES,Cooked Mutton,cooked_mutton,64 Stackable,-,1024,64,TRUE
YES,White Banner,white_banner,16 Stackable,-,1025,16,TRUE
YES,Orange Banner,orange_banner,16 Stackable,-,1026,16,TRUE
YES,Magenta Banner,magenta_banner,16 Stackable,-,1027,16,TRUE
YES,Light Blue Banner,light_blue_banner,16 Stackable,-,1028,16,TRUE
YES,Yellow Banner,yellow_banner,16 Stackable,-,1029,16,TRUE
YES,Lime Banner,lime_banner,16 Stackable,-,1030,16,TRUE
YES,Pink Banner,pink_banner,16 Stackable,-,1031,16,TRUE
YES,Gray Banner,gray_banner,16 Stackable,-,1032,16,TRUE
YES,Light Gray Banner,light_gray_banner,16 Stackable,-,1033,16,TRUE
YES,Cyan Banner,cyan_banner,16 Stackable,-,1034,16,TRUE
YES,Purple Banner,purple_banner,16 Stackable,-,1035,16,TRUE
YES,Blue Banner,blue_banner,16 Stackable,-,1036,16,TRUE
YES,Brown Banner,brown_banner,16 Stackable,-,1037,16,TRUE
YES,Green Banner,green_banner,16 Stackable,-,1038,16,TRUE
YES,Red Banner,red_banner,16 Stackable,-,1039,16,TRUE
YES,Black Banner,black_banner,16 Stackable,-,1040,16,TRUE
YES,End Crystal,end_crystal,64 Stackable,-,1041,64,TRUE
YES,Chorus Fruit,chorus_fruit,64 Stackable,-,1042,64,TRUE
YES,Popped Chorus Fruit,popped_chorus_fruit,64 Stackable,-,1043,64,TRUE
YES,Beetroot,beetroot,64 Stackable,-,1044,64,TRUE
YES,Beetroot Seeds,beetroot_seeds,64 Stackable,-,1045,64,TRUE
YES,Beetroot Soup,beetroot_soup,Unstackable,,1046,1,TRUE
YES,Dragon's Breath,dragon_breath,64 Stackable,-,1047,64,TRUE
YES,Splash Potion,splash_potion,Unstackable,,1048,1,TRUE
YES,Spectral Arrow,spectral_arrow,64 Stackable,-,1049,64,TRUE
YES,Tipped Arrow,tipped_arrow,64 Stackable,-,1050,64,TRUE
YES,Lingering Potion,lingering_potion,Unstackable,,1051,1,TRUE
YES,Shield,shield,Unstackable,,1052,1,TRUE
YES,Totem of Undying,totem_of_undying,Unstackable,,1053,1,TRUE
YES,Shulker Shell,shulker_shell,64 Stackable,-,1054,64,TRUE
YES,Iron Nugget,iron_nugget,64 Stackable,-,1055,64,TRUE
YES,Music Disc,music_disc_13,Unstackable,,1058,1,TRUE
YES,Music Disc,music_disc_cat,Unstackable,,1059,1,TRUE
YES,Music Disc,music_disc_blocks,Unstackable,,1060,1,TRUE
YES,Music Disc,music_disc_chirp,Unstackable,,1061,1,TRUE
YES,Music Disc,music_disc_far,Unstackable,,1062,1,TRUE
YES,Music Disc,music_disc_mall,Unstackable,,1063,1,TRUE
YES,Music Disc,music_disc_mellohi,Unstackable,,1064,1,TRUE
YES,Music Disc,music_disc_stal,Unstackable,,1065,1,TRUE
YES,Music Disc,music_disc_strad,Unstackable,,1066,1,TRUE
YES,Music Disc,music_disc_ward,Unstackable,,1067,1,TRUE
YES,Music Disc,music_disc_11,Unstackable,,1068,1,TRUE
YES,Music Disc,music_disc_wait,Unstackable,,1069,1,TRUE
YES,Music Disc,music_disc_otherside,Unstackable,,1070,1,TRUE
YES,Music Disc,music_disc_5,Unstackable,,1071,1,TRUE
YES,Music Disc,music_disc_pigstep,Unstackable,,1072,1,TRUE
YES,Disc Fragment,disc_fragment_5,64 Stackable,-,1073,64,TRUE
YES,Trident,trident,Unstackable,,1074,1,TRUE
YES,Phantom Membrane,phantom_membrane,64 Stackable,-,1075,64,TRUE
YES,Nautilus Shell,nautilus_shell,64 Stackable,-,1076,64,TRUE
YES,Heart of the Sea,heart_of_the_sea,64 Stackable,-,1077,64,TRUE
YES,Crossbow,crossbow,Unstackable,,1078,1,TRUE
YES,Suspicious Stew,suspicious_stew,Unstackable,,1079,1,TRUE
YES,Loom,loom,64 Stackable,-,1080,64,TRUE
YES,Banner Pattern,flower_banner_pattern,Unstackable,,1081,1,TRUE
YES,Banner Pattern,creeper_banner_pattern,Unstackable,,1082,1,TRUE
YES,Banner Pattern,skull_banner_pattern,Unstackable,,1083,1,TRUE
YES,Banner Pattern,mojang_banner_pattern,Unstackable,,1084,1,TRUE
YES,Banner Pattern,globe_banner_pattern,Unstackable,,1085,1,TRUE
YES,Banner Pattern,piglin_banner_pattern,Unstackable,,1086,1,TRUE
YES,Goat Horn,goat_horn,Unstackable,,1087,1,TRUE
YES,Composter,composter,64 Stackable,-,1088,64,TRUE
YES,Barrel,barrel,64 Stackable,-,1089,64,TRUE
YES,Smoker,smoker,64 Stackable,-,1090,64,TRUE
YES,Blast Furnace,blast_furnace,64 Stackable,-,1091,64,TRUE
YES,Cartography Table,cartography_table,64 Stackable,-,1092,64,TRUE
YES,Fletching Table,fletching_table,64 Stackable,-,1093,64,TRUE
YES,Grindstone,grindstone,64 Stackable,-,1094,64,TRUE
YES,Smithing Table,smithing_table,64 Stackable,-,1095,64,TRUE
YES,Stonecutter,stonecutter,64 Stackable,-,1096,64,TRUE
YES,Bell,bell,64 Stackable,-,1097,64,TRUE
YES,Lantern,lantern,64 Stackable,-,1098,64,TRUE
YES,Soul Lantern,soul_lantern,64 Stackable,-,1099,64,TRUE
YES,Sweet Berries,sweet_berries,64 Stackable,-,1100,64,TRUE
YES,Glow Berries,glow_berries,64 Stackable,-,1101,64,TRUE
YES,Campfire,campfire,64 Stackable,-,1102,64,TRUE
YES,Soul Campfire,soul_campfire,64 Stackable,-,1103,64,TRUE
YES,Shroomlight,shroomlight,64 Stackable,-,1104,64,TRUE
YES,Honeycomb,honeycomb,64 Stackable,-,1105,64,TRUE
YES,Bee Nest,bee_nest,64 Stackable,-,1106,64,TRUE
YES,Beehive,beehive,64 Stackable,-,1107,64,TRUE
YES,Honey Bottle,honey_bottle,16 Stackable,-,1108,16,TRUE
YES,Honeycomb Block,honeycomb_block,64 Stackable,-,1109,64,TRUE
YES,Lodestone,lodestone,64 Stackable,-,1110,64,TRUE
YES,Crying Obsidian,crying_obsidian,64 Stackable,-,1111,64,TRUE
YES,Blackstone,blackstone,64 Stackable,-,1112,64,TRUE
YES,Blackstone Slab,blackstone_slab,64 Stackable,-,1113,64,TRUE
YES,Blackstone Stairs,blackstone_stairs,64 Stackable,-,1114,64,TRUE
YES,Gilded Blackstone,gilded_blackstone,64 Stackable,-,1115,64,TRUE
YES,Polished Blackstone,polished_blackstone,64 Stackable,-,1116,64,TRUE
YES,Polished Blackstone Slab,polished_blackstone_slab,64 Stackable,-,1117,64,TRUE
YES,Polished Blackstone Stairs,polished_blackstone_stairs,64 Stackable,-,1118,64,TRUE
YES,Chiseled Polished Blackstone,chiseled_polished_blackstone,64 Stackable,-,1119,64,TRUE
YES,Polished Blackstone Bricks,polished_blackstone_bricks,64 Stackable,-,1120,64,TRUE
YES,Polished Blackstone Brick Slab,polished_blackstone_brick_slab,64 Stackable,-,1121,64,TRUE
YES,Polished Blackstone Brick Stairs,polished_blackstone_brick_stairs,64 Stackable,-,1122,64,TRUE
YES,Cracked Polished Blackstone Bricks,cracked_polished_blackstone_bricks,64 Stackable,-,1123,64,TRUE
YES,Respawn Anchor,respawn_anchor,64 Stackable,-,1124,64,TRUE
YES,Candle,candle,64 Stackable,-,1125,64,TRUE
YES,White Candle,white_candle,64 Stackable,-,1126,64,TRUE
YES,Orange Candle,orange_candle,64 Stackable,-,1127,64,TRUE
YES,Magenta Candle,magenta_candle,64 Stackable,-,1128,64,TRUE
YES,Light Blue Candle,light_blue_candle,64 Stackable,-,1129,64,TRUE
YES,Yellow Candle,yellow_candle,64 Stackable,-,1130,64,TRUE
YES,Lime Candle,lime_candle,64 Stackable,-,1131,64,TRUE
YES,Pink Candle,pink_candle,64 Stackable,-,1132,64,TRUE
YES,Gray Candle,gray_candle,64 Stackable,-,1133,64,TRUE
YES,Light Gray Candle,light_gray_candle,64 Stackable,-,1134,64,TRUE
YES,Cyan Candle,cyan_candle,64 Stackable,-,1135,64,TRUE
YES,Purple Candle,purple_candle,64 Stackable,-,1136,64,TRUE
YES,Blue Candle,blue_candle,64 Stackable,-,1137,64,TRUE
YES,Brown Candle,brown_candle,64 Stackable,-,1138,64,TRUE
YES,Green Candle,green_candle,64 Stackable,-,1139,64,TRUE
YES,Red Candle,red_candle,64 Stackable,-,1140,64,TRUE
YES,Black Candle,black_candle,64 Stackable,-,1141,64,TRUE
YES,Small Amethyst Bud,small_amethyst_bud,64 Stackable,-,1142,64,TRUE
YES,Medium Amethyst Bud,medium_amethyst_bud,64 Stackable,-,1143,64,TRUE
YES,Large Amethyst Bud,large_amethyst_bud,64 Stackable,-,1144,64,TRUE
YES,Amethyst Cluster,amethyst_cluster,64 Stackable,-,1145,64,TRUE
YES,Pointed Dripstone,pointed_dripstone,64 Stackable,-,1146,64,TRUE
YES,Ochre Froglight,ochre_froglight,64 Stackable,-,1147,64,TRUE
YES,Verdant Froglight,verdant_froglight,64 Stackable,-,1148,64,TRUE
YES,Pearlescent Froglight,pearlescent_froglight,64 Stackable,-,1149,64,TRUE
YES,Echo Shard,echo_shard,64 Stackable,-,1151,64,TRUE
NO,Bedrock,bedrock,64 Stackable,,39,64,FALSE
NO,Budding Amethyst,budding_amethyst,64 Stackable,,67,64,FALSE
NO,Petrified Oak Slab,petrified_oak_slab,64 Stackable,,227,64,FALSE
NO,Chorus Plant,chorus_plant,64 Stackable,,250,64,FALSE
NO,Spawner,spawner,64 Stackable,,255,64,FALSE
NO,Farmland,farmland,64 Stackable,,258,64,FALSE
NO,Infested Stone,infested_stone,64 Stackable,,288,64,FALSE
NO,Infested Cobblestone,infested_cobblestone,64 Stackable,,289,64,FALSE
NO,Infested Stone Bricks,infested_stone_bricks,64 Stackable,,290,64,FALSE
NO,Infested Mossy Stone Bricks,infested_mossy_stone_bricks,64 Stackable,,291,64,FALSE
NO,Infested Cracked Stone Bricks,infested_cracked_stone_bricks,64 Stackable,,292,64,FALSE
NO,Infested Chiseled Stone Bricks,infested_chiseled_stone_bricks,64 Stackable,,293,64,FALSE
NO,Infested Deepslate,infested_deepslate,64 Stackable,,294,64,FALSE
NO,Reinforced Deepslate,reinforced_deepslate,64 Stackable,,306,64,FALSE
NO,End Portal Frame,end_portal_frame,64 Stackable,,331,64,FALSE
NO,Command Block,command_block,64 Stackable,,347,64,FALSE
NO,Barrier,barrier,64 Stackable,,395,64,FALSE
NO,Light,light,64 Stackable,,396,64,FALSE
NO,Dirt Path,dirt_path,64 Stackable,,416,64,FALSE
NO,Repeating Command Block,repeating_command_block,64 Stackable,,466,64,FALSE
NO,Chain Command Block,chain_command_block,64 Stackable,,467,64,FALSE
NO,Structure Void,structure_void,64 Stackable,,473,64,FALSE
NO,Structure Block,structure_block,64 Stackable,,712,64,FALSE
NO,Jigsaw Block,jigsaw,64 Stackable,,713,64,FALSE
NO,Bundle,bundle,Unstackable,,835,1,FALSE
NO,Allay Spawn Egg,allay_spawn_egg,64 Stackable,,912,64,FALSE
NO,Axolotl Spawn Egg,axolotl_spawn_egg,64 Stackable,,913,64,FALSE
NO,Bat Spawn Egg,bat_spawn_egg,64 Stackable,,914,64,FALSE
NO,Bee Spawn Egg,bee_spawn_egg,64 Stackable,,915,64,FALSE
NO,Blaze Spawn Egg,blaze_spawn_egg,64 Stackable,,916,64,FALSE
NO,Cat Spawn Egg,cat_spawn_egg,64 Stackable,,917,64,FALSE
NO,Cave Spider Spawn Egg,cave_spider_spawn_egg,64 Stackable,,918,64,FALSE
NO,Chicken Spawn Egg,chicken_spawn_egg,64 Stackable,,919,64,FALSE
NO,Cod Spawn Egg,cod_spawn_egg,64 Stackable,,920,64,FALSE
NO,Cow Spawn Egg,cow_spawn_egg,64 Stackable,,921,64,FALSE
NO,Creeper Spawn Egg,creeper_spawn_egg,64 Stackable,,922,64,FALSE
NO,Dolphin Spawn Egg,dolphin_spawn_egg,64 Stackable,,923,64,FALSE
NO,Donkey Spawn Egg,donkey_spawn_egg,64 Stackable,,924,64,FALSE
NO,Drowned Spawn Egg,drowned_spawn_egg,64 Stackable,,925,64,FALSE
NO,Elder Guardian Spawn Egg,elder_guardian_spawn_egg,64 Stackable,,926,64,FALSE
NO,Enderman Spawn Egg,enderman_spawn_egg,64 Stackable,,927,64,FALSE
NO,Endermite Spawn Egg,endermite_spawn_egg,64 Stackable,,928,64,FALSE
NO,Evoker Spawn Egg,evoker_spawn_egg,64 Stackable,,929,64,FALSE
NO,Fox Spawn Egg,fox_spawn_egg,64 Stackable,,930,64,FALSE
NO,Frog Spawn Egg,frog_spawn_egg,64 Stackable,,931,64,FALSE
NO,Ghast Spawn Egg,ghast_spawn_egg,64 Stackable,,932,64,FALSE
NO,Glow Squid Spawn Egg,glow_squid_spawn_egg,64 Stackable,,933,64,FALSE
NO,Goat Spawn Egg,goat_spawn_egg,64 Stackable,,934,64,FALSE
NO,Guardian Spawn Egg,guardian_spawn_egg,64 Stackable,,935,64,FALSE
NO,Hoglin Spawn Egg,hoglin_spawn_egg,64 Stackable,,936,64,FALSE
NO,Horse Spawn Egg,horse_spawn_egg,64 Stackable,,937,64,FALSE
NO,Husk Spawn Egg,husk_spawn_egg,64 Stackable,,938,64,FALSE
NO,Llama Spawn Egg,llama_spawn_egg,64 Stackable,,939,64,FALSE
NO,Magma Cube Spawn Egg,magma_cube_spawn_egg,64 Stackable,,940,64,FALSE
NO,Mooshroom Spawn Egg,mooshroom_spawn_egg,64 Stackable,,941,64,FALSE
NO,Mule Spawn Egg,mule_spawn_egg,64 Stackable,,942,64,FALSE
NO,Ocelot Spawn Egg,ocelot_spawn_egg,64 Stackable,,943,64,FALSE
NO,Panda Spawn Egg,panda_spawn_egg,64 Stackable,,944,64,FALSE
NO,Parrot Spawn Egg,parrot_spawn_egg,64 Stackable,,945,64,FALSE
NO,Phantom Spawn Egg,phantom_spawn_egg,64 Stackable,,946,64,FALSE
NO,Pig Spawn Egg,pig_spawn_egg,64 Stackable,,947,64,FALSE
NO,Piglin Spawn Egg,piglin_spawn_egg,64 Stackable,,948,64,FALSE
